score,SMILES,Name
-12.205261,CN(CC(N)=O)C(=O)[C@@H](Cc1ccccn1)NC(=O)c1cccc(O)c1,CA117_AA9_AA41
-10.607445,CC(C)[C@H](NC(=O)C1(NC(=O)c2cccc(O)c2)CCCC1)C(N)=O,CA117_AA16_AA50
-12.113113,NC(=O)[C@H](CC(=O)NC(c1ccccc1)(c1ccccc1)c1ccccc1)NC(=O)CNC(=O)c1cccc(O)c1,CA117_AA22_AA51
-15.11446,NC(=O)[C@@H]1CC2(CC2)CN1C(=O)[C@H](Cc1c[nH]c2ccc(O)cc12)NC(=O)c1ccc[nH]1,CA128_AA23_AA32
-14.208267,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)c2cccc(O)c2)C(=O)N2CSC[C@H]2C(N)=O)c2ccccc21,CA117_AA61_AA24
-17.016329,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)[C@@H]2CC3(CC3)CN2C(=O)c2cccc(O)c2)C(N)=O)c2ccccc21,CA117_AA32_AA61
-14.164348,NC(=O)[C@@H]1C[C@H](F)CN1C(=O)[C@H](Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1)NC(=O)c1cccc(O)c1,CA117_AA57_AA35
-15.653068,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)[C@@H]2CCCCN2C(=O)c2cccc(O)c2)C(N)=O)c2ccccc21,CA117_AA45_AA61
-14.41648,C#CCCC(=O)N1CC2(CC2)C[C@H]1C(=O)N[C@@H](Cc1cn(C(=O)OC(C)(C)C)c2ccccc12)C(N)=O,CA127_AA32_AA61
-11.663552,NC(=O)CN1CCN(C(=O)C[C@H](Cc2ccc(F)c(F)c2)NC(=O)c2cccc(O)c2)CC1,CA117_AA10_AA29
-11.395653,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)c2cccc(O)c2)C(=O)NC(C(N)=O)C2CCCCC2)c2ccccc21,CA117_AA61_AA6
-14.067715,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)[C@@H]2CSCN2C(=O)c2cc3ccccc3[nH]2)C(N)=O)c2ccccc21,CA122_AA24_AA61
-10.616244,NC(=O)[C@@H]1CC2(CC2)CN1C(=O)C1(NC(=O)c2cccc(O)c2)CCCC1,CA117_AA16_AA32
-15.106203,CCc1ccc(C(=O)N2CCCC[C@H]2C(=O)N[C@@H](Cc2cn(C(=O)OC(C)(C)C)c3ccccc23)C(N)=O)cc1,CA47_AA45_AA61
-13.386358,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)CCCCBr)C(=O)N2CC(F)(F)C[C@H]2C(N)=O)c2ccccc21,CA80_AA61_AA37
-9.80029,Cn1c(C(=O)N[C@@H](Cc2cncn2COCc2ccccc2)C(=O)Nc2cc3ccccc3cc2C(N)=O)cc2ccccc21,CA33_AA39_AA12
-13.561893,NC(=O)C(NC(=O)CNC(=O)c1cccc(O)c1)C1CCCCC1,CA117_AA22_AA6
-9.237311,CCCCCC(C)C(=O)N[C@@H](Cc1ccc(O)c(Cl)c1)C(=O)NC1c2ccccc2CCc2cc(OCC(N)=O)ccc21,CA48_AA21_AA18
-12.569813,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)Cc2ccco2)C(=O)N2CC(F)(F)C[C@H]2C(N)=O)c2ccccc21,CA78_AA61_AA37
-16.512941,C#Cc1cccc(C(=O)N2CC3(CC3)C[C@H]2C(=O)N[C@@H](Cc2cn(C(=O)OC(C)(C)C)c3ccccc23)C(N)=O)c1,CA72_AA32_AA61
-15.160289,CN(CC(=O)N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(N)=O)C(=O)c1cccc(O)c1,CA117_AA41_AA23
-14.761563,CC1(C)Oc2ccc(C[C@H](NC(=O)C(NC(=O)c3ccccc3C(F)(F)F)C3CCCCC3)C(N)=O)cc2O1,CA113_AA6_AA0
-12.183915,CC(C)(C)c1ccc(C[C@@H](NC(=O)c2cccc(O)c2)C(=O)N[C@H](CC(N)=O)Cc2ccc(F)c(F)c2)cc1,CA117_AA26_AA10
-14.106805,NC(=O)[C@H](Cc1ccc(O)c(Cl)c1)NC(=O)CNC(=O)c1cccc(O)c1,CA117_AA22_AA21
-11.740009,Cc1cccc(Cl)c1C(=O)N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)N1CC2(CC2)C[C@H]1C(N)=O,CA110_AA23_AA32
-13.226283,NC(=O)[C@@H]1C[C@H](F)CN1C(=O)[C@H](Cc1c[nH]c2ccc(O)cc12)NC(=O)Cc1ccc2ccccc2c1,CA115_AA23_AA35
-15.635317,NC(=O)c1cc2ccccc2cc1NC(=O)CNC(=O)c1cc2ccccc2[nH]1,CA122_AA22_AA12
-10.428571,COCC(=O)NC1(C(=O)N[C@@H](Cc2ccccc2)C(N)=O)CCN(Cc2ccccc2)CC1,CA17_AA5_AA59
-11.450189,NC(=O)[C@@H]1CCCN1C1CCN(C(=O)COC[C@H]2CCCN2C(=O)c2cccc(O)c2)CC1,CA117_AA19_AA14
-14.232483,CCCCC[C@H](NC(=O)[C@@H](CC1CCCCC1)NC(=O)CCc1ccc(B(O)O)cc1)C(N)=O,CA3_AA28_AA42
-13.826123,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)[C@@H]2CC3(CC3)CN2C(=O)Cc2ccc(Cl)c(Cl)c2)C(N)=O)c2ccccc21,CA51_AA32_AA61
-13.209738,NC(=O)c1ccc(NC(=O)[C@H](Cc2c[nH]c3ccc(O)cc23)NC(=O)c2cccc(O)c2)cc1,CA117_AA23_AA36
-14.689519,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)[C@@H]2CC3(CC3)CN2C(=O)c2ccc[nH]2)C(N)=O)c2ccccc21,CA128_AA32_AA61
-13.929337,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)[C@@H]2CSCN2C(=O)Cc2ccc(F)cc2)C(N)=O)c2ccccc21,CA104_AA24_AA61
-13.202001,CN(C[C@H]1CC[C@H](C(N)=O)CC1)C(=O)[C@H](Cc1c[nH]c2ccc(O)cc12)NC(=O)c1cccc(O)c1,CA117_AA23_AA1
-14.318623,NC(=O)c1ccc(NC(=O)[C@H](Cc2cn(C(c3ccccc3)(c3ccccc3)c3ccccc3)cn2)NC(=O)c2ccc[nH]2)cc1,CA128_AA57_AA36
-14.246578,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)c2ccc[nH]2)C(=O)N2CC(F)(F)C[C@H]2C(N)=O)c2ccccc21,CA128_AA61_AA37
-14.05236,CC(C)(C)Oc1ccc(C[C@H](NC(=O)[C@@H](CC2CCCCC2)NC(=O)c2cccc(O)c2)C(N)=O)cc1,CA117_AA28_AA60
-14.495406,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)[C@@H]2CC3(CC3)CN2C(=O)c2cc3ccccc3[nH]2)C(N)=O)c2ccccc21,CA122_AA32_AA61
-14.205156,NC(=O)C(NC(=O)CNC(=O)c1ccc[nH]1)C1CCCCC1,CA128_AA22_AA6
-12.19957,NC(=O)[C@@H]1CC2(CC2)CN1C(=O)[C@@H](Cc1ccccn1)NC(=O)c1cccc(O)c1,CA117_AA9_AA32
-14.948543,CN(C[C@H]1CC[C@H](C(N)=O)CC1)C(=O)[C@H]1CC[C@@H](NC(=O)c2cccc(O)c2)C1,CA117_AA27_AA1
-11.99437,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)[C@@H](Cc2cc(Br)c(O)c(Br)c2)NC(=O)c2cccc(O)c2)C(N)=O)c2ccccc21,CA117_AA2_AA61
-14.590935,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)[C@@H]2CCCCN2C(=O)c2cc3ccccc3[nH]2)C(N)=O)c2ccccc21,CA122_AA45_AA61
-12.162854,NC(=O)C[C@H](Cc1ccc(F)c(F)c1)NC(=O)C1(NC(=O)c2cccc(O)c2)CCC(F)(F)CC1,CA117_AA13_AA10
-12.14909,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccc(O)cc12)NC(=O)c1cccc(O)c1,CA117_AA23_AA59
-14.264259,NC(=O)C[C@H](Cc1ccc(F)c(F)c1)NC(=O)[C@@H]1CSCN1C(=O)c1cccc(O)c1,CA117_AA24_AA10
-13.642395,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CC1CCCCC1)NC(=O)c1c(Cl)cccc1Cl,CA84_AA28_AA59
-10.923565,CN(CC(=O)NC1(C(N)=O)CC1)C(=O)c1cccc(O)c1,CA117_AA41_AA40
-13.265086,NC(=O)[C@@H](Cc1ccc(Br)cc1)NC(=O)[C@@H]1CC(F)(F)CN1C(=O)c1cccc(O)c1,CA117_AA37_AA34
-13.427805,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)[C@@H]2CC3(CC3)CN2C(=O)Cc2ccc(F)cc2)C(N)=O)c2ccccc21,CA104_AA32_AA61
-13.09337,CC1(C)Oc2ccc(C[C@H](NC(=O)c3cccc(O)c3)C(=O)Nc3ccc(C(N)=O)cc3)cc2O1,CA117_AA0_AA36
-14.654121,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)[C@@H]2CCCN2C(=O)c2ccc[nH]2)C(N)=O)c2ccccc21,CA128_AA48_AA61
-14.27116,CC1(C)Oc2ccc(C[C@H](NC(=O)C(NC(=O)c3ccc[nH]3)C3CCCCC3)C(N)=O)cc2O1,CA128_AA6_AA0
-11.858595,NC(=O)CN1CCN(C(=O)[C@@H]2CSCN2C(=O)c2cccc(O)c2)CC1,CA117_AA24_AA29
-13.019339,CCCC(=O)N[C@H](CC1CCCCC1)C(=O)NC1(C(N)=O)CC1,CA54_AA28_AA40
-12.143372,NC(=O)CNC(=O)C1CN(C(=O)c2cccc(O)c2)C1,CA117_AA33_AA22
-12.459209,CC1(C)Oc2ccc(C[C@H](NC(=O)c3cccc(O)c3)C(=O)N3CC(C(N)=O)C3)cc2O1,CA117_AA0_AA33
-10.914719,CCCCC(C)CCC(=O)NC[C@H]1CC[C@H](C(=O)N2CC(F)(F)C[C@H]2C(N)=O)CC1,CA60_AA17_AA37
-13.411059,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)c2cccc(O)c2)C(=O)N2C[C@@H](F)C[C@H]2C(N)=O)c2ccccc21,CA117_AA61_AA35
-13.227403,C[C@H](NC(=O)[C@H](Cc1cn(C(=O)OC(C)(C)C)c2ccccc12)NC(=O)c1cccc(O)c1)C(N)=O,CA117_AA61_AA46
-12.668808,C[C@H](NC(=O)C(NC(=O)c1cccc(O)c1)C1CCCCC1)C(N)=O,CA117_AA6_AA46
-14.810392,C[C@H](NC(=O)[C@H](Cc1cn(C(=O)OC(C)(C)C)c2ccccc12)NC(=O)c1cc2ccccc2[nH]1)C(N)=O,CA122_AA61_AA46
-14.48484,NC(=O)C(NC(=O)CNC(=O)c1cc2ccccc2[nH]1)C1CCCCC1,CA122_AA22_AA6
-12.498199,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)[C@H]2CC[C@@H](NC(=O)c3cccc(O)c3)C2)C(N)=O)c2ccccc21,CA117_AA27_AA61
-15.277824,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)c2ccc[nH]2)C(=O)N2CSC[C@H]2C(N)=O)c2ccccc21,CA128_AA61_AA24
-14.115206,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)[C@@H](NC(=O)c2cccc(O)c2)C2CC2)C(N)=O)c2ccccc21,CA117_AA15_AA61
-16.247766,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)[C@@H]2CSCN2C(=O)c2cccc(Cl)c2)C(N)=O)c2ccccc21,CA15_AA24_AA61
-12.958471,NC(=O)C1(NC(=O)[C@@H](CC2CCCCC2)NC(=O)c2cccc(O)c2)COC1,CA117_AA28_AA30
-13.126004,CC(C)(C)Oc1ccc(C[C@H](NC(=O)[C@@H]2CCCCN2C(=O)c2cccc(O)c2)C(N)=O)cc1,CA117_AA45_AA60
-14.552932,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2C(=O)c2ccc[nH]2)C(N)=O)c2ccccc21,CA128_AA35_AA61
-14.642049,C[C@@H](C(=O)N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(N)=O)N(C)C(=O)c1cccc(O)c1,CA117_AA20_AA23
-12.98473,NC(=O)[C@@H](Cc1ccco1)NC(=O)c1cc2ccccc2cc1NC(=O)c1cccc(O)c1,CA117_AA12_AA38
